s,C,C
FDS Time,"TC-1","TC-2"
 0.0000000E+000, 2.0133566E+001, 8.0000000E+002
 5.0000284E+000, 3.9602489E+001, 7.0030499E+002
 1.0000784E+001, 7.4413780E+001, 6.4886279E+002
 1.5003190E+001, 9.2972450E+001, 6.2486523E+002
 2.0001582E+001, 1.0077048E+002, 6.0825995E+002
 2.5005490E+001, 1.0386660E+002, 5.9612598E+002
 3.0003998E+001, 1.0734694E+002, 5.8616278E+002
 3.5002874E+001, 1.0885768E+002, 5.7809229E+002
 4.0003775E+001, 1.1005369E+002, 5.7109857E+002
 4.5006223E+001, 1.1099476E+002, 5.6520111E+002
 5.0003690E+001, 1.1100697E+002, 5.6021503E+002
 5.5002261E+001, 1.1208736E+002, 5.5559503E+002
 6.0000976E+001, 1.1252053E+002, 5.5152081E+002
 6.5005258E+001, 1.1292851E+002, 5.4799255E+002
 7.0003109E+001, 1.1418617E+002, 5.4472076E+002
 7.5000104E+001, 1.1451593E+002, 5.4165356E+002
 8.0001596E+001, 1.1553931E+002, 5.3883563E+002
 8.5000440E+001, 1.1650871E+002, 5.3615460E+002
 9.0005297E+001, 1.1642897E+002, 5.3388177E+002
 9.5000560E+001, 1.1663224E+002, 5.3173730E+002
 1.0000272E+002, 1.1694163E+002, 5.2996667E+002
 1.0500120E+002, 1.1742629E+002, 5.2799872E+002
 1.1000069E+002, 1.1867249E+002, 5.2622852E+002
 1.1500035E+002, 1.1860262E+002, 5.2468500E+002
 1.2000576E+002, 1.1937938E+002, 5.2336322E+002
 1.2500099E+002, 1.2028506E+002, 5.2180731E+002
 1.3000348E+002, 1.2086356E+002, 5.2037842E+002
 1.3500429E+002, 1.2122094E+002, 5.1937158E+002
 1.4000515E+002, 1.2126926E+002, 5.1817871E+002
 1.4500316E+002, 1.2081818E+002, 5.1684283E+002
 1.5000377E+002, 1.2115511E+002, 5.1594440E+002
 1.5500447E+002, 1.2229102E+002, 5.1491162E+002
 1.6000252E+002, 1.2354604E+002, 5.1411896E+002
 1.6500433E+002, 1.2347843E+002, 5.1328796E+002
 1.7000341E+002, 1.2390961E+002, 5.1233435E+002
 1.7500263E+002, 1.2406493E+002, 5.1159402E+002
 1.8000149E+002, 1.2436127E+002, 5.1082986E+002
 1.8500042E+002, 1.2438470E+002, 5.1010977E+002
 1.9000258E+002, 1.2495461E+002, 5.0947229E+002
 1.9500559E+002, 1.2537205E+002, 5.0888858E+002
 2.0000510E+002, 1.2483525E+002, 5.0821841E+002
 2.0500139E+002, 1.2472156E+002, 5.0783380E+002
 2.1000264E+002, 1.2598405E+002, 5.0723007E+002
 2.1500306E+002, 1.2663122E+002, 5.0674356E+002
 2.2000030E+002, 1.2770847E+002, 5.0619565E+002
 2.2500299E+002, 1.2838458E+002, 5.0586038E+002
 2.3000057E+002, 1.2788586E+002, 5.0527457E+002
 2.3500516E+002, 1.2744480E+002, 5.0479816E+002
 2.4000086E+002, 1.2762802E+002, 5.0435101E+002
 2.4500329E+002, 1.2814249E+002, 5.0398709E+002
 2.5000171E+002, 1.2792045E+002, 5.0353598E+002
 2.5500162E+002, 1.2816486E+002, 5.0326843E+002
 2.6000377E+002, 1.2875829E+002, 5.0308780E+002
 2.6500483E+002, 1.2927110E+002, 5.0275516E+002
 2.7000196E+002, 1.2911900E+002, 5.0243997E+002
 2.7500292E+002, 1.2997217E+002, 5.0218365E+002
 2.8000072E+002, 1.2984500E+002, 5.0208167E+002
 2.8500226E+002, 1.3064999E+002, 5.0166025E+002
 2.9000186E+002, 1.3144461E+002, 5.0137894E+002
 2.9500216E+002, 1.3191656E+002, 5.0121417E+002
 3.0000182E+002, 1.3171147E+002, 5.0094763E+002
 3.0500165E+002, 1.3228065E+002, 5.0047760E+002
 3.1000269E+002, 1.3038687E+002, 4.9912332E+002
 3.1500398E+002, 1.2552231E+002, 4.9771725E+002
 3.2000315E+002, 1.1816840E+002, 4.9557004E+002
 3.2500149E+002, 1.1152642E+002, 4.9342722E+002
 3.3000239E+002, 1.0700546E+002, 4.9172028E+002
 3.3500119E+002, 1.0294141E+002, 4.9033047E+002
 3.4000776E+002, 9.9812576E+001, 4.8918860E+002
 3.4500531E+002, 9.7398682E+001, 4.8825021E+002
 3.5000926E+002, 9.5767250E+001, 4.8764862E+002
 3.5500259E+002, 9.4118690E+001, 4.8710052E+002
 3.6000223E+002, 9.3778214E+001, 4.8650223E+002
 3.6500031E+002, 9.3711464E+001, 4.8612708E+002
 3.7000581E+002, 9.3071739E+001, 4.8595691E+002
 3.7500850E+002, 9.2829521E+001, 4.8605569E+002
 3.8000734E+002, 9.2094368E+001, 4.8537613E+002
 3.8500885E+002, 9.2201210E+001, 4.8523685E+002
 3.9000232E+002, 9.2267570E+001, 4.8477509E+002
 3.9500605E+002, 9.2381638E+001, 4.8437698E+002
 4.0000479E+002, 9.2256683E+001, 4.8393167E+002
 4.0500305E+002, 9.2027832E+001, 4.8385406E+002
 4.1000354E+002, 9.1786263E+001, 4.8333163E+002
 4.1500800E+002, 9.1070824E+001, 4.8299356E+002
 4.2000351E+002, 9.1237076E+001, 4.8284229E+002
 4.2500859E+002, 9.0415749E+001, 4.8307565E+002
 4.3000143E+002, 8.9771103E+001, 4.8256616E+002
 4.3500523E+002, 9.0134293E+001, 4.8279095E+002
 4.4000580E+002, 9.0586327E+001, 4.8318246E+002
 4.4500039E+002, 9.0595322E+001, 4.8311960E+002
 4.5000259E+002, 9.0271851E+001, 4.8306052E+002
 4.5500632E+002, 9.0505219E+001, 4.8267731E+002
 4.6000263E+002, 9.0380470E+001, 4.8217975E+002
 4.6500455E+002, 8.9416153E+001, 4.8200073E+002
 4.7000395E+002, 8.9272980E+001, 4.8215253E+002
 4.7500716E+002, 8.9555420E+001, 4.8152878E+002
 4.8000006E+002, 8.9897446E+001, 4.8170062E+002
 4.8500106E+002, 8.9950974E+001, 4.8185574E+002
 4.9000051E+002, 8.9583015E+001, 4.8207004E+002
 4.9500522E+002, 8.9803665E+001, 4.8186014E+002
