s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-1.355E-19,-4.730E-03, 1.796E-05, 1.196E+00
 3.004E+01, 1.253E-03,-1.603E-03, 4.634E-05, 1.196E+00
 6.008E+01, 3.695E-03, 2.423E-03, 3.268E-05, 1.196E+00
 9.012E+01, 6.071E-03, 5.310E-03, 3.523E-05, 1.196E+00
 1.202E+02, 8.386E-03, 6.627E-03, 4.564E-05, 1.196E+00
 1.500E+02, 1.064E-02, 8.581E-03, 3.053E-05, 1.196E+00
 1.801E+02, 1.283E-02, 1.316E-02, 2.473E-05, 1.196E+00
 2.101E+02, 1.498E-02, 1.620E-02, 2.650E-05, 1.196E+00
 2.401E+02, 1.709E-02, 1.962E-02, 2.434E-05, 1.196E+00
 2.702E+02, 1.914E-02, 2.159E-02, 2.340E-05, 1.196E+00
 3.000E+02, 2.115E-02, 2.410E-02, 2.123E-05, 1.196E+00
 3.301E+02, 2.311E-02, 2.689E-02, 2.455E-05, 1.196E+00
 3.601E+02, 2.504E-02, 2.818E-02, 2.177E-05, 1.196E+00
 3.901E+02, 2.693E-02, 3.091E-02, 2.147E-05, 1.196E+00
 4.202E+02, 2.879E-02, 3.364E-02, 2.125E-05, 1.196E+00
 4.500E+02, 3.060E-02, 3.644E-02, 2.087E-05, 1.196E+00
 4.801E+02, 3.238E-02, 3.862E-02, 2.087E-05, 1.196E+00
 5.101E+02, 3.412E-02, 4.143E-02, 2.203E-05, 1.196E+00
 5.402E+02, 3.584E-02, 4.367E-02, 2.139E-05, 1.196E+00
 5.700E+02, 3.751E-02, 4.611E-02, 2.168E-05, 1.196E+00
 6.000E+02, 3.915E-02, 4.830E-02, 2.128E-05, 1.196E+00
 6.301E+02, 4.073E-02, 5.090E-02, 2.301E-05, 1.196E+00
 6.601E+02, 4.226E-02, 5.358E-02, 2.424E-05, 1.196E+00
 6.902E+02, 4.374E-02, 5.587E-02, 2.452E-05, 1.196E+00
