s,m/s,m/s,kg/m/s,kg/m3
FDS Time,"Device_1","Device_2","Device_3","Device_4"
 0.0000000E+000, 2.2022857E-020,-3.1837293E-004, 1.8089887E-005, 1.1984476E+000
 1.4823176E-001, 8.2436410E-002, 8.2120303E-002, 1.8089887E-005, 1.1984476E+000
 2.4705294E-001, 1.8541634E-001, 1.8524877E-001, 1.8089887E-005, 1.1984476E+000
 3.4587413E-001, 2.6771044E-001, 2.6794951E-001, 2.2283824E-005, 1.1984476E+000
 4.4469529E-001, 3.4990303E-001, 3.5085202E-001, 2.4885576E-005, 1.1984476E+000
 5.4351646E-001, 4.3197510E-001, 4.3365336E-001, 3.5842782E-005, 1.1984476E+000
 6.4233762E-001, 5.1390966E-001, 5.1391089E-001, 3.2143324E-005, 1.1984476E+000
 7.3581308E-001, 5.9348279E-001, 5.9035109E-001, 1.8324392E-005, 1.1984476E+000
 8.2394284E-001, 6.6628129E-001, 6.7056554E-001, 1.8089887E-005, 1.1984476E+000
 9.3732327E-001, 7.4675003E-001, 7.5794063E-001, 1.8089887E-005, 1.1984476E+000
 1.0049783E+000, 8.1958329E-001, 8.2433867E-001, 1.8089887E-005, 1.1984476E+000
 1.1025714E+000, 8.8793446E-001, 8.9144212E-001, 2.3556659E-005, 1.1984476E+000
 1.2223234E+000, 9.7479810E-001, 9.8494928E-001, 2.1537967E-005, 1.1984476E+000
 1.3018981E+000, 1.0548079E+000, 1.0627210E+000, 1.8089887E-005, 1.1984476E+000
 1.4050944E+000, 1.1298402E+000, 1.1410609E+000, 3.5458312E-005, 1.1984476E+000
 1.5232021E+000, 1.2179588E+000, 1.2309545E+000, 2.9099033E-005, 1.1984476E+000
 1.6104448E+000, 1.3011288E+000, 1.3173219E+000, 2.1892616E-005, 1.1984476E+000
 1.7164801E+000, 1.3782038E+000, 1.3982253E+000, 4.0896359E-005, 1.1984476E+000
 1.8135498E+000, 1.4599965E+000, 1.4865025E+000, 4.7643450E-005, 1.1984476E+000
 1.9083779E+000, 1.5361549E+000, 1.5584693E+000, 2.9036399E-005, 1.1984476E+000
 2.0141959E+000, 1.6170290E+000, 1.6471683E+000, 1.9453560E-005, 1.1984476E+000
 2.1160262E+000, 1.6986060E+000, 1.7337946E+000, 2.9379498E-005, 1.1984476E+000
 2.2127595E+000, 1.7783294E+000, 1.8149311E+000, 2.6035827E-005, 1.1984476E+000
 2.3043959E+000, 1.8517628E+000, 1.8898299E+000, 1.9665503E-005, 1.1984476E+000
 2.4113050E+000, 1.9303676E+000, 1.9771177E+000, 1.9880311E-005, 1.1984476E+000
 2.5075178E+000, 2.0099609E+000, 2.0584905E+000, 1.9363369E-005, 1.1984476E+000
 2.6037309E+000, 2.0857262E+000, 2.1386603E+000, 1.9783456E-005, 1.1984476E+000
 2.7109122E+000, 2.1662734E+000, 2.2228609E+000, 1.9562226E-005, 1.1984476E+000
 2.8097651E+000, 2.2457362E+000, 2.3084127E+000, 2.2588265E-005, 1.1984476E+000
 2.9086177E+000, 2.3229562E+000, 2.3905560E+000, 1.8441733E-005, 1.1984476E+000
 3.0062227E+000, 2.3998595E+000, 2.4711903E+000, 1.8094588E-005, 1.1984476E+000
 3.1062019E+000, 2.4757988E+000, 2.5539607E+000, 2.0734144E-005, 1.1984476E+000
 3.2061813E+000, 2.5533218E+000, 2.6397754E+000, 3.0905314E-005, 1.1984476E+000
 3.3061607E+000, 2.6306598E+000, 2.7231144E+000, 2.4163715E-005, 1.1984476E+000
 3.4083295E+000, 2.7090052E+000, 2.8078962E+000, 2.0888146E-005, 1.1984476E+000
 3.5082681E+000, 2.7860397E+000, 2.8911426E+000, 1.8842321E-005, 1.1984476E+000
 3.6082070E+000, 2.8628171E+000, 2.9741679E+000, 3.5925099E-005, 1.1984476E+000
 3.7081459E+000, 2.9394268E+000, 3.0591357E+000, 2.7762314E-005, 1.1984476E+000
 3.8069139E+000, 3.0150352E+000, 3.1383404E+000, 1.9782991E-005, 1.1984476E+000
 3.9056818E+000, 3.0904209E+000, 3.2212841E+000, 2.1817765E-005, 1.1984476E+000
 4.0044498E+000, 3.1656411E+000, 3.3046255E+000, 1.8089887E-005, 1.1984476E+000
 4.1048031E+000, 3.2419964E+000, 3.3888801E+000, 1.8898298E-005, 1.1984476E+000
 4.2014589E+000, 3.3156290E+000, 3.4686068E+000, 2.0974513E-005, 1.1984476E+000
 4.3061695E+000, 3.3917955E+000, 3.5520774E+000, 1.8245895E-005, 1.1984476E+000
 4.4059281E+000, 3.4698317E+000, 3.6393397E+000, 3.3986256E-005, 1.1984476E+000
 4.5071378E+000, 3.5443539E+000, 3.7216367E+000, 2.3320549E-005, 1.1984476E+000
