s,C,kg/m2/s,m
Time,"temp","MLR","thick"
 0.0000000E+000, 2.0000000E+001, 0.0000000E+000, 3.2134300E-002
 5.0100000E+000, 7.6087279E+001, 0.0000000E+000, 3.2134300E-002
 1.0010000E+001, 1.4314522E+002, 4.7371376E-012, 3.2134300E-002
 1.5010000E+001, 1.6813920E+002, 3.5697353E-009, 3.2134300E-002
 2.0000000E+001, 1.9686042E+002, 6.7751654E-008, 3.2134300E-002
 2.5000000E+001, 2.2419360E+002, 7.3266502E-007, 3.2134299E-002
 3.0000000E+001, 2.4678128E+002, 3.5805987E-006, 3.2134293E-002
 3.5000000E+001, 2.7028097E+002, 1.6439072E-005, 3.2134261E-002
 4.0000000E+001, 2.8895152E+002, 5.4559067E-005, 3.2134151E-002
 4.5010000E+001, 3.0689463E+002, 1.5128839E-004, 3.2133806E-002
 5.0010000E+001, 3.2240251E+002, 3.6515596E-004, 3.2132953E-002
 5.5010000E+001, 3.3591992E+002, 7.3997311E-004, 3.2131051E-002
 6.0010000E+001, 3.4728548E+002, 1.3404680E-003, 3.2127488E-002
 6.5010000E+001, 3.5641364E+002, 2.1047666E-003, 3.2121449E-002
 7.0010000E+001, 3.6341255E+002, 2.9889238E-003, 3.2112568E-002
 7.5000000E+001, 3.6888019E+002, 3.8863556E-003, 3.2100464E-002
 8.0000000E+001, 3.7279647E+002, 4.7030765E-003, 3.2085426E-002
 8.5000000E+001, 3.7611849E+002, 5.5021614E-003, 3.2067468E-002
 9.0000000E+001, 3.7847772E+002, 6.1337955E-003, 3.2047036E-002
 9.5000000E+001, 3.8062377E+002, 6.7771644E-003, 3.2024375E-002
 1.0000000E+002, 3.8232195E+002, 7.2934450E-003, 3.1999642E-002
 1.0500000E+002, 3.8376296E+002, 7.7742707E-003, 3.1973222E-002
 1.1000000E+002, 3.8511621E+002, 8.2353868E-003, 3.1945101E-002
 1.1500000E+002, 3.8619886E+002, 8.6076334E-003, 3.1915546E-002
