Z,TEMP_MIN,TEMP_AVG,TEMP_MAX
 m,C,C,C
 0.00000E+00, 0.00000E+00, 0.38085E+02, 0.49077E+02
 0.10000E+00, 0.00000E+00, 0.38732E+02, 0.49103E+02
 0.20000E+00, 0.00000E+00, 0.39271E+02, 0.49364E+02
 0.30000E+00, 0.00000E+00, 0.39463E+02, 0.49652E+02
 0.40000E+00, 0.00000E+00, 0.39317E+02, 0.50156E+02
 0.50000E+00, 0.00000E+00, 0.38771E+02, 0.51274E+02
 0.60000E+00, 0.00000E+00, 0.39309E+02, 0.53796E+02
 0.70000E+00, 0.00000E+00, 0.42167E+02, 0.59054E+02
 0.80000E+00, 0.00000E+00, 0.48411E+02, 0.67542E+02
 0.90000E+00, 0.00000E+00, 0.56536E+02, 0.77833E+02
 0.10000E+01, 0.00000E+00, 0.69261E+02, 0.91456E+02
 0.11000E+01, 0.00000E+00, 0.92424E+02, 0.11514E+03
 0.12000E+01, 0.00000E+00, 0.12490E+03, 0.16220E+03
 0.13000E+01, 0.00000E+00, 0.17225E+03, 0.23572E+03
 0.14000E+01, 0.00000E+00, 0.24492E+03, 0.32014E+03
 0.15000E+01, 0.00000E+00, 0.33048E+03, 0.41538E+03
 0.16000E+01, 0.00000E+00, 0.39762E+03, 0.51736E+03
 0.17000E+01, 0.00000E+00, 0.44319E+03, 0.61509E+03
 0.18000E+01, 0.00000E+00, 0.47578E+03, 0.68974E+03
 0.19000E+01, 0.00000E+00, 0.49358E+03, 0.72675E+03
 0.20000E+01, 0.00000E+00, 0.50286E+03, 0.74205E+03
 0.21000E+01, 0.00000E+00, 0.50745E+03, 0.75326E+03
 0.22000E+01, 0.00000E+00, 0.50956E+03, 0.76428E+03
 0.23000E+01, 0.00000E+00, 0.51113E+03, 0.77885E+03
 0.24000E+01, 0.00000E+00, 0.51317E+03, 0.79625E+03
 0.25000E+01, 0.00000E+00, 0.51663E+03, 0.80910E+03
 0.26000E+01, 0.00000E+00, 0.52238E+03, 0.83220E+03
 0.27000E+01, 0.00000E+00, 0.55686E+03, 0.90096E+03
 0.28000E+01, 0.00000E+00, 0.58778E+03, 0.95222E+03
