s,m/s,m/s,kg/m/s,kg/m3
Time,"null","null","null","null"
 0.000E+00,-1.355E-19,-4.730E-03, 1.796E-05, 1.196E+00
 1.025E+00, 5.007E-01, 4.929E-01, 9.481E-05, 1.196E+00
 2.061E+00, 1.316E+00, 1.328E+00, 9.311E-05, 1.196E+00
 3.016E+00, 2.104E+00, 2.148E+00, 2.143E-04, 1.196E+00
 4.019E+00, 2.860E+00, 2.957E+00, 1.107E-03, 1.196E+00
 5.022E+00, 3.606E+00, 3.735E+00, 3.165E-03, 1.196E+00
 6.001E+00, 4.308E+00, 4.432E+00, 5.061E-03, 1.196E+00
 7.010E+00, 4.975E+00, 5.260E+00, 6.661E-03, 1.196E+00
 8.008E+00, 5.606E+00, 5.737E+00, 8.058E-03, 1.196E+00
 9.009E+00, 6.192E+00, 6.664E+00, 8.997E-03, 1.196E+00
 1.001E+01, 6.735E+00, 7.617E+00, 7.789E-03, 1.196E+00
 1.101E+01, 7.235E+00, 8.173E+00, 8.047E-03, 1.196E+00
 1.200E+01, 7.691E+00, 8.571E+00, 9.214E-03, 1.196E+00
 1.301E+01, 8.105E+00, 8.875E+00, 1.056E-02, 1.196E+00
 1.401E+01, 8.483E+00, 9.471E+00, 1.167E-02, 1.196E+00
 1.500E+01, 8.822E+00, 9.867E+00, 1.187E-02, 1.196E+00
 1.600E+01, 9.127E+00, 9.981E+00, 8.995E-03, 1.196E+00
 1.700E+01, 9.403E+00, 1.038E+01, 1.284E-02, 1.196E+00
 1.800E+01, 9.647E+00, 1.089E+01, 1.478E-02, 1.196E+00
 1.901E+01, 9.866E+00, 1.093E+01, 1.238E-02, 1.196E+00
 2.001E+01, 1.006E+01, 1.112E+01, 1.952E-02, 1.196E+00
 2.100E+01, 1.023E+01, 1.092E+01, 1.520E-02, 1.196E+00
 2.200E+01, 1.039E+01, 1.121E+01, 2.116E-02, 1.196E+00
 2.301E+01, 1.052E+01, 1.135E+01, 1.507E-02, 1.196E+00
