s,m/s,m/s,kg/m/s,kg/m3
FDS Time,"Device_1","Device_2","Device_3","Device_4"
 0.0000000E+000, 8.8091427E-020, 8.2258463E-003, 1.8089887E-005, 1.1984476E+000
 5.9292704E-001, 2.8848360E-003, 1.1011847E-002, 1.8089887E-005, 1.1984476E+000
 1.0870329E+000, 7.4147052E-003, 1.5365413E-002, 1.8089887E-005, 1.1984476E+000
 1.5811388E+000, 1.1528611E-002, 1.9245333E-002, 1.8089887E-005, 1.1984476E+000
 2.0752447E+000, 1.5638609E-002, 2.2996566E-002, 1.8089887E-005, 1.1984476E+000
 2.5693505E+000, 1.9744622E-002, 2.6558785E-002, 1.8089887E-005, 1.1984476E+000
 3.0634565E+000, 2.3846460E-002, 2.9886157E-002, 1.8089887E-005, 1.1984476E+000
 3.5575624E+000, 2.7943835E-002, 3.2956856E-002, 1.8089887E-005, 1.1984476E+000
 4.0516682E+000, 3.2036418E-002, 3.5782435E-002, 1.8089887E-005, 1.1984476E+000
 4.5457740E+000, 3.6123885E-002, 3.8411651E-002, 1.8089887E-005, 1.1984476E+000
 5.0398798E+000, 4.0205925E-002, 4.0931056E-002, 1.8089887E-005, 1.1984476E+000
 5.5339861E+000, 4.4282243E-002, 4.3462646E-002, 1.8089887E-005, 1.1984476E+000
 6.0280919E+000, 4.8352558E-002, 4.6153610E-002, 1.8089887E-005, 1.1984476E+000
 6.5221977E+000, 5.2416603E-002, 4.9160247E-002, 1.8089887E-005, 1.1984476E+000
 7.0163035E+000, 5.6474123E-002, 5.2753359E-002, 5.4744552E-005, 1.1984476E+000
 7.5104094E+000, 6.0524877E-002, 5.7253469E-002, 9.1464255E-005, 1.1984476E+000
 8.0045156E+000, 6.4568635E-002, 6.2514021E-002, 1.1805183E-004, 1.1984476E+000
 8.5974426E+000, 6.9008293E-002, 6.8693501E-002, 5.5826850E-005, 1.1984476E+000
 9.0915480E+000, 7.3439221E-002, 7.4835651E-002, 2.5706145E-005, 1.1984476E+000
 9.5856543E+000, 7.7459187E-002, 7.9968978E-002, 3.5888818E-005, 1.1984476E+000
 1.0079760E+001, 8.1471321E-002, 8.4118459E-002, 3.4046257E-005, 1.1984476E+000
 1.0573866E+001, 8.5475454E-002, 8.7123501E-002, 2.1845146E-005, 1.1984476E+000
 1.1067972E+001, 8.9471428E-002, 8.9217252E-002, 2.6836249E-005, 1.1984476E+000
 1.1562078E+001, 9.3459096E-002, 9.1064026E-002, 1.8089887E-005, 1.1984476E+000
 1.2056184E+001, 9.7438318E-002, 9.3421228E-002, 1.8089887E-005, 1.1984476E+000
 1.2550289E+001, 1.0140897E-001, 9.6996258E-002, 2.4640909E-005, 1.1984476E+000
 1.3044395E+001, 1.0537092E-001, 1.0211981E-001, 2.4782106E-005, 1.1984476E+000
 1.3538501E+001, 1.0932407E-001, 1.0850497E-001, 1.8089887E-005, 1.1984476E+000
