s,m/s,m/s,kg/m/s,kg/m3
FDS Time,"Device_1","Device_2","Device_3","Device_4"
 0.0000000E+000,-4.0657581E-020,-2.1590777E-003, 1.8089887E-005, 1.1984476E+000
 2.2557970E-002, 1.2148855E+000, 1.2127374E+000, 5.5973233E-005, 1.1984476E+000
 4.1606847E-002, 3.0541398E+000, 3.0522212E+000, 6.4111951E-005, 1.1984476E+000
 6.4655989E-002, 4.8866695E+000, 4.8853341E+000, 3.2103943E-005, 1.1984476E+000
 9.2545442E-002, 7.0999278E+000, 7.1043387E+000, 1.8089887E-005, 1.1984476E+000
 1.0510382E-001, 8.7478882E+000, 8.7658098E+000, 1.8089887E-005, 1.1984476E+000
 1.2800007E-001, 1.0215222E+001, 1.0250409E+001, 3.8753700E-005, 1.1984476E+000
 1.4739503E-001, 1.1869787E+001, 1.1924562E+001, 1.9992415E-005, 1.1984476E+000
 1.6458878E-001, 1.3323819E+001, 1.3395076E+001, 1.8089887E-005, 1.1984476E+000
 1.8086208E-001, 1.4660631E+001, 1.4756824E+001, 1.8089887E-005, 1.1984476E+000
 2.0224385E-001, 1.6161401E+001, 1.6284446E+001, 1.8089887E-005, 1.1984476E+000
 2.2181576E-001, 1.7833074E+001, 1.7994296E+001, 1.8089887E-005, 1.1984476E+000
 2.4048276E-001, 1.9351364E+001, 1.9542945E+001, 1.8089887E-005, 1.1984476E+000
 2.6232839E-001, 2.0961711E+001, 2.1210535E+001, 1.8089887E-005, 1.1984476E+000
 2.8292027E-001, 2.2686259E+001, 2.2986907E+001, 1.8099546E-005, 1.1984476E+000
 3.0225849E-001, 2.4252036E+001, 2.4618830E+001, 1.8090856E-005, 1.1984476E+000
 3.2005355E-001, 2.5736820E+001, 2.6170563E+001, 1.8107888E-005, 1.1984476E+000
 3.4165436E-001, 2.7284326E+001, 2.7790136E+001, 1.8107365E-005, 1.1984476E+000
 3.6136264E-001, 2.8920601E+001, 2.9510070E+001, 1.8116653E-005, 1.1984476E+000
 3.8059774E-001, 3.0436678E+001, 3.1108620E+001, 1.8108547E-005, 1.1984476E+000
 4.0203783E-001, 3.2042038E+001, 3.2815958E+001, 1.8092391E-005, 1.1984476E+000
