s,m/s,m/s,kg/m/s,kg/m3
FDS Time,"Device_1","Device_2","Device_3","Device_4"
 0.0000000E+000, 2.2022857E-020,-3.1837293E-004, 1.8089887E-005, 1.1984476E+000
 2.2476060E-002, 1.2104053E+000, 1.2101781E+000, 1.8089887E-005, 1.1984476E+000
 4.6625841E-002, 3.2723385E+000, 3.2778771E+000, 2.2301910E-005, 1.1984476E+000
 6.4264171E-002, 4.8962768E+000, 4.9038979E+000, 2.7933338E-005, 1.1984476E+000
 8.2462691E-002, 6.3321995E+000, 6.3438512E+000, 1.9433986E-005, 1.1984476E+000
 1.0122421E-001, 7.8222131E+000, 7.8495360E+000, 1.8089887E-005, 1.1984476E+000
 1.2029824E-001, 9.3531260E+000, 9.3914620E+000, 3.7996863E-005, 1.1984476E+000
 1.4148125E-001, 1.0994240E+001, 1.1050461E+001, 3.0556384E-005, 1.1984476E+000
 1.6002710E-001, 1.2613292E+001, 1.2696144E+001, 3.3269691E-005, 1.1984476E+000
 1.8066300E-001, 1.4210049E+001, 1.4327523E+001, 6.4117038E-005, 1.1984476E+000
 2.0098799E-001, 1.5869701E+001, 1.6021355E+001, 3.4028266E-005, 1.1984476E+000
 2.2107495E-001, 1.7498698E+001, 1.7698054E+001, 3.4017086E-005, 1.1984476E+000
 2.4113925E-001, 1.9101756E+001, 1.9350234E+001, 3.0266673E-005, 1.1984476E+000
 2.6056260E-001, 2.0686349E+001, 2.0990156E+001, 1.8959351E-005, 1.1984476E+000
 2.8009796E-001, 2.2266578E+001, 2.2632160E+001, 2.3166733E-005, 1.1984476E+000
 3.0002874E-001, 2.3821034E+001, 2.4254744E+001, 2.0445685E-005, 1.1984476E+000
 3.2014203E-001, 2.5409665E+001, 2.5921321E+001, 3.3744304E-005, 1.1984476E+000
 3.4068379E-001, 2.7038302E+001, 2.7637847E+001, 2.5393305E-005, 1.1984476E+000
 3.6073533E-001, 2.8619053E+001, 2.9306790E+001, 3.0904010E-005, 1.1984476E+000
 3.8087255E-001, 3.0218164E+001, 3.1003473E+001, 2.3048584E-005, 1.1984476E+000
 4.0068793E-001, 3.1760336E+001, 3.2644756E+001, 2.3540529E-005, 1.1984476E+000
 4.2076308E-001, 3.3333431E+001, 3.4326308E+001, 2.7666239E-005, 1.1984476E+000
 4.4018236E-001, 3.4849503E+001, 3.5952290E+001, 4.6516918E-005, 1.1984476E+000
 4.6016464E-001, 3.6384531E+001, 3.7606047E+001, 3.6338616E-005, 1.1984476E+000
 4.8052335E-001, 3.7931425E+001, 3.9277800E+001, 4.0716292E-005, 1.1984476E+000
 5.0044513E-001, 3.9494030E+001, 4.0974973E+001, 2.6282713E-005, 1.1984476E+000
 5.2007335E-001, 4.0994752E+001, 4.2605558E+001, 2.0976539E-005, 1.1984476E+000
 5.4027808E-001, 4.2529875E+001, 4.4281390E+001, 2.8443201E-005, 1.1984476E+000
 5.6029302E-001, 4.4049746E+001, 4.5940111E+001, 2.0942865E-005, 1.1984476E+000
 5.8007556E-001, 4.5549292E+001, 4.7616084E+001, 2.1689960E-005, 1.1984476E+000
 6.0037875E-001, 4.7059130E+001, 4.9259973E+001, 1.8953322E-005, 1.1984476E+000
 6.2041229E-001, 4.8565674E+001, 5.0944461E+001, 1.9501037E-005, 1.1984476E+000
 6.4044583E-001, 5.0050668E+001, 5.2656395E+001, 2.2801633E-005, 1.1984476E+000
 6.6008514E-001, 5.1520035E+001, 5.4299847E+001, 1.9844958E-005, 1.1984476E+000
 6.8017501E-001, 5.2931225E+001, 5.5908637E+001, 4.3733958E-005, 1.1984476E+000
 7.0033228E-001, 5.4356076E+001, 5.7795908E+001, 1.9801268E-005, 1.1984476E+000
 7.2027856E-001, 5.5735161E+001, 5.9216849E+001, 2.5846464E-005, 1.1984476E+000
 7.4022484E-001, 5.7090439E+001, 6.0946662E+001, 3.5532163E-005, 1.1984476E+000
 7.6017118E-001, 5.8428526E+001, 6.2402355E+001, 2.9131300E-005, 1.1984476E+000
 7.8011745E-001, 5.9753737E+001, 6.4223808E+001, 5.1972031E-005, 1.1984476E+000
 8.0006373E-001, 6.1067483E+001, 6.6073580E+001, 5.5758687E-005, 1.1984476E+000
 8.2001001E-001, 6.2370802E+001, 6.7671119E+001, 2.2476537E-004, 1.1984476E+000
 8.4032738E-001, 6.3685832E+001, 6.9431718E+001, 5.1699763E-005, 1.1984476E+000
 8.6028004E-001, 6.4969321E+001, 7.0924859E+001, 4.6541499E-005, 1.1984476E+000
 8.8023269E-001, 6.6241230E+001, 7.2257576E+001, 1.1379475E-004, 1.1984476E+000
 9.0018541E-001, 6.7501732E+001, 7.4115845E+001, 2.1676718E-004, 1.1984476E+000
